_id,vendorId,itemName,itemDescription,accountId,accountName,itemTotalAmount,is_synthetic
{'$oid': '6811bc8f3f471abec1e9a0b3'},8BiUT5aroEeGZ8jfM9R9,0525  Couchdrop subscription ,0525  Couchdrop subscription ,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,180.0,False
{'$oid': '6814a25de4e93eeab53e5d12'},q0E1jVCl0c0jK050eS0q,0525 - CircleCI,0525 - CircleCI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,450.0,False
{'$oid': '6814a4ffeb968d02ec58f9dd'},oPtuD5gMtHa5LtmuHzdz,0425 - NewRelic,0425 - NewRelic,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,922.746,False
{'$oid': '6814aebf6cd9ec04e2ac5be8'},Mz5BISfd1xe5wjKD5wDd,0525 Product Usage Charges,0525 Product Usage Charges,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,32.87,False
{'$oid': '6815cf8b0c4c240c0477770d'},CqDd0vpiICvu7gJ8rQJa,0425 AWS Service Charges Acct no. 251540188589,0425 AWS Service Charges Acct no. 251540188589,SlqWk8FPz8e4TBG8Vjib,611101 Cloud server - AWS,35.95,False
{'$oid': '6815cf8b0c4c240c0477770d'},CqDd0vpiICvu7gJ8rQJa,0425 AWS Service Charges Acct no. 251540188589,0425 AWS Service Charges Acct no. 251540188589,SlqWk8FPz8e4TBG8Vjib,611101 Cloud server - AWS,-0.01,False
{'$oid': '6819ca6efbdf8a2f50b6cac1'},PUFLGwAsGqXRsERkjGXm,0425 VONAGE Allocation - PH,0425 VONAGE Allocation - PH,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,79.98,False
{'$oid': '6819d180fbdf8a2f50b78db3'},31LefbQ4jVTqxsNFpcYw,0525 Greetly Monthly Subscription,0525 Greetly Monthly Subscription,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,119.0,False
{'$oid': '681b30ec6ceef38f48cf5a90'},PUFLGwAsGqXRsERkjGXm,0425 VONAGE SG,0425 Vonage SMS SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,2978.06,False
{'$oid': '681b30ec6ceef38f48cf5a90'},PUFLGwAsGqXRsERkjGXm,0425 VONAGE Allocation,0425 VONAGE Allocation,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,22965.85,False
{'$oid': '681b30ec6ceef38f48cf5a90'},PUFLGwAsGqXRsERkjGXm,0425 Vonage SMS SG,0425 Vonage SMS SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,80.21,False
{'$oid': '681b3ce46ceef38f48cfe450'},aKvOnH0w8RkCIHDKIVaY,0425 SG Data - Data Services & Technology - License: GA4,0425 SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1250.0,False
{'$oid': '681b3ce46ceef38f48cfe450'},aKvOnH0w8RkCIHDKIVaY,0425 MD & CT,0425 MD & CT,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,12262.5,False
{'$oid': '681d755f8b96cc96183b60e6'},qbnLy47BhDVJ3439YVeH,0425 Analytics: All Access4/8/2025- 5/7/2025,0425 Analytics: All Access4/8/2025- 5/7/2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,9.0,False
{'$oid': '681d792f8b96cc96183b6108'},mPL2AaRMpMwx0DildEHU,0425 Monthly cost for Apr 2025,0425 Monthly cost for Apr 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,324.0,False
{'$oid': '681d792f8b96cc96183b6108'},mPL2AaRMpMwx0DildEHU,0525 Monthly cost for May 2025,0525 Monthly cost for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,22261.0,False
{'$oid': '681d792f8b96cc96183b6108'},mPL2AaRMpMwx0DildEHU,0525 Spot bonus for May 2025,0525 Spot bonus for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,5791.0,False
{'$oid': '681d792f8b96cc96183b6108'},mPL2AaRMpMwx0DildEHU,0425 Monthly cost for Apr 2025 (Foundation),0425 Monthly cost for Apr 2025 (Foundation),QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,69.0,False
{'$oid': '681d792f8b96cc96183b6108'},mPL2AaRMpMwx0DildEHU,0525 Monthly cost for May 2025,0525 Monthly cost for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,3892.0,False
{'$oid': '681d792f8b96cc96183b6108'},mPL2AaRMpMwx0DildEHU,0525 Spot bonus for May 2025,0525 Spot bonus for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,1111.0,False
{'$oid': '68245eb7b35597edb48e658f'},q0E1jVCl0c0jK050eS0q,0525 - CircleCI,0525 - CircleCI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,112.2,False
{'$oid': '6826aa46a21e982355a633f8'},a5VieW6tKeCRDKgwRXZ6,0525 Pingdom Advanced - Monthly,0525 Pingdom Advanced - Monthly,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,89.95,False
{'$oid': '6826ad4f4f0df8bed4d50a2b'},HWFMgCWQD72K1rvM2Wlc,0525  Jotform Subscription for 2025,0525  Jotform Subscription for 2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,99.0,False
{'$oid': '6826ad55a21e982355a6340d'},N7Jq83Gfb8LTiJM95LDs,0525  Foreplay Subscription for 2025,0525  Foreplay Subscription for 2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,49.0,False
{'$oid': '6826e4279dbd75ac8ef2cc28'},q0E1jVCl0c0jK050eS0q,0525 - CircleCI,0525 - CircleCI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,112.2,False
{'$oid': '682c1a48405d4116482d1382'},JmaXbMHiFNB0E3fxzoc6,0525 Payment for Zoom for SG Accounts,0525 Payment for Zoom for SG Accounts,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,228.498,False
{'$oid': '682d430b460f69ffd99768b3'},mPL2AaRMpMwx0DildEHU,0525 Spot Bonus for Nayanda,Spot Bonus for Nayanda,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,1285.71,False
{'$oid': '682d430b460f69ffd99768b3'},mPL2AaRMpMwx0DildEHU,0525 Spot Bonus for Danny,Spot Bonus for Danny,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,505.68,False
{'$oid': '682d430b460f69ffd99768b3'},mPL2AaRMpMwx0DildEHU,0525 Gift Basket for Hatta ,Gift Basket for Hatta ,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,44.07,False
{'$oid': '682d430b460f69ffd99768b3'},mPL2AaRMpMwx0DildEHU,0425  April 2025 Reimbursement - Danny,0425  April 2025 Reimbursement - Danny,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,20.0,False
{'$oid': '682d430b460f69ffd99768b3'},mPL2AaRMpMwx0DildEHU,0425  April 2025 Reimbursement - Bram,0425  April 2025 Reimbursement - Bram,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,20.0,False
{'$oid': '682d430b460f69ffd99768b3'},mPL2AaRMpMwx0DildEHU,0525 Private Insurance - Dependent Child,0525 Private Insurance - Dependent Child,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,76.0,False
{'$oid': '682d430d3607f7de6be19628'},mPL2AaRMpMwx0DildEHU,0425 Monthly cost for Apr 2025,0425 Monthly cost for Apr 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,3.95,False
{'$oid': '682d430d3607f7de6be19628'},mPL2AaRMpMwx0DildEHU,0525 Monthly cost for May 2025,0525 Monthly cost for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,10874.0,False
{'$oid': '682d430d3607f7de6be19628'},mPL2AaRMpMwx0DildEHU,0425 Monthly cost for Apr 2025,0425 Monthly cost for Apr 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,5.04,False
{'$oid': '682d430d3607f7de6be19628'},mPL2AaRMpMwx0DildEHU,0525 Monthly cost for May 2025,0525 Monthly cost for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,5149.0,False
{'$oid': '682d430d3607f7de6be19628'},mPL2AaRMpMwx0DildEHU,0525 Monthly cost for May 2025,0525 Monthly cost for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,3157.87,False
{'$oid': '682d430d3607f7de6be19628'},mPL2AaRMpMwx0DildEHU,0525 Monthly cost for May 2025,0525 Monthly cost for May 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,1.44,False
{'$oid': '682e8cacd7f0a42a61abd94f'},EESDmiOG6l6gn97HqYYe,0525 Plytix,0525 Plytix,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1138.932,False
{'$oid': '682e8dc1d7f0a42a61abfe54'},LuJwweUsUTVFAaT6RE3U,"0525 Carousell Pte. Ltd.. Monthly Subscription, Premium Price Plan, 19 Apr 2025 to 18 May 2025. 69.00","0525 Carousell Pte. Ltd.. Monthly Subscription, Premium Price Plan, 19 Apr 2025 to 18 May 2025. 69.00",C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,69.0,False
{'$oid': '682e8f19d7f0a42a61ac096a'},zKG8lkrHOhbMTpWebpIZ,0525 Expensify ,0525 Expensify ,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,18.0,False
{'$oid': '682e9127e8d3aa950cace6f4'},o8GY8fbXmqLAGMfDLjEM,0425 Foresight Professional 1000,0425 Foresight Professional 1000,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,110.0,False
{'$oid': '682e96db2bf0eec6d6024cc3'},xauTo6GdhkvCSN1hRvFx,0425 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,0425 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,77.99736,False
{'$oid': '682e96ff2bf0eec6d6024d8c'},xauTo6GdhkvCSN1hRvFx,0425 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,0425 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,397.99788,False
{'$oid': '682efe2a3cadfb1384cac6df'},sH6a8RplwBoDR71QGx92,0425 Imagify subscription,0425 Imagify subscription,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,5.99,False
{'$oid': '682fe4413cadfb1384ce651c'},6OFDf8AENz87zRjVudFP,0425 ChatGPT Pro Subscription,0425 ChatGPT Pro Subscription,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,200.0,False
{'$oid': '6834212b33c41c882e773410'},6OFDf8AENz87zRjVudFP,0525 ChatGPT Pro Subscription,0525 ChatGPT Pro Subscription,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,5.45,False
{'$oid': '683561b533c41c882e841cf9'},xUKlwkMOsbfP3e4X8JDc,0525 COM Domain Renewal INSTAJUAL.COM,0525 COM Domain Renewal INSTAJUAL.COM,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,29.99,False
{'$oid': '6835625333c41c882e8424a1'},xUKlwkMOsbfP3e4X8JDc,0525 .COM Domain Renewal ONEKYAT.COM,0525 .COM Domain Renewal ONEKYAT.COM,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,47.98,False
{'$oid': '683564fd33c41c882e84a483'},uJjiPZ9Zhj8nPwpASydV,0525 WhatsApp Cloud API Credits,0525 WhatsApp Cloud API Credits,ipfAQro8vxfihGgo5EkZ,511601 Others,133.66,False
{'$oid': '6835660e33c41c882e84ad07'},IxrEBzzoMn7WbJqchcHd,0525 Travel Insurance SR's Japan trip (6-10 May),0525 Travel Insurance SR's Japan trip (6-10 May),7EdnwHEMCheRoswZCtNj,619101 Travelling,63.0,False
{'$oid': '68356a9133c41c882e853832'},hN0x4DfKdzf4DOrM5ec5,0425 Pantry Supplies,0425 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,649.56,False
{'$oid': '68356da433c41c882e85772e'},64VU1OPE34jY6fuQCxjm,0425 Google Pixel Watch 3 Prize for Earth Day Campaign 2025 Apr - May,"0425 Google Pixel Watch 3 Prize for Earth Day Campaign 2025 Apr - May, included buffer in case need to buy other model due to OOS",mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,448.623,False
{'$oid': '68356f2233c41c882e8583a2'},VGpMltxLedu3HLJ4VwZ9,0525 S Pass Issuance for Vincent Ye,0525 S Pass Issuance for Vincent Ye,qJXD5wGHRuJz8RD4XpK7,617303 Recruiter Fees,100.0,False
{'$oid': '68356fed33c41c882e8588df'},VGpMltxLedu3HLJ4VwZ9,0425 Work Permit for HEMA RAMESH,0425 Work Permit for HEMA RAMESH,qJXD5wGHRuJz8RD4XpK7,617303 Recruiter Fees,35.0,False
{'$oid': '683570d533c41c882e85a241'},xxNxUfMrOSXvmHtz9DyV,0425 Tangible Reward Experiment,0425 Tangible Reward Experiment,mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,375.0,False
{'$oid': '6835713333c41c882e85afc6'},xxNxUfMrOSXvmHtz9DyV,0425 Tangible Reward Experiment,0425 Tangible Reward Experiment,mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,500.0,False
{'$oid': '6835717333c41c882e85b6e7'},xxNxUfMrOSXvmHtz9DyV,0425 Tangible Reward Experiment,0425 Tangible Reward Experiment,mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,1500.0,False
{'$oid': '6837c67b0e9883129ddf6e56'},zCJWuJXzhFzGueKcioGe,0625-0526 fees for services rendered related to chief of carousell representative officer in Indonesia,0625-0526 fees for services rendered related to chief of carousell representative officer in Indonesia,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,9657.0,False
{'$oid': '6846a3e2f3c9691d13202b1b'},LuJwweUsUTVFAaT6RE3U,"0525 Carousell Pte. Ltd.. Monthly Subscription, Premium Price Plan, 19 Apr 2025 to 18 May 2025. 69.00 ","0525 Carousell Pte. Ltd.. Monthly Subscription, Premium Price Plan, 19 Apr 2025 to 18 May 2025. 69.00 ",C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,69.0,False
{'$oid': '68523bb0bb07a96284b0d9ac'},f9Spb229KKNnrkwASbgF,0525 Quickie Subscription L&L - VCA giro,0525 Quickie Subscription L&L - VCA giro,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,2.05,False
{'$oid': '68592a7e301fc76955132595'},8rKnAoXMXx6Yi6dtIH1d,0525 SG Office Occasion Gifting,0525 SG Office Occasion Gifting,0HScTRaDq3aslYUwj9zy,619515 Engagement,90.83,False
{'$oid': '68592d72301fc769551368fd'},hN0x4DfKdzf4DOrM5ec5,0525 F&B purchase for office pantry (weekly basis),0525 F&B purchase for office pantry (weekly basis),yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,281.14,False
{'$oid': '68592e20301fc76955136e13'},hN0x4DfKdzf4DOrM5ec5,0525 F&B purchase for office pantry (weekly basis),0525 F&B purchase for office pantry (weekly basis),yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,692.57,False
{'$oid': '685ba1ab8531278c1678b6c5'},hN0x4DfKdzf4DOrM5ec5,0525 F&B purchase for office pantry (weekly basis),0525 F&B purchase for office pantry (weekly basis),yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,521.85,False
{'$oid': '685ba1ab8531278c1678b6c5'},hN0x4DfKdzf4DOrM5ec5,0525 F&B purchase for office pantry (weekly basis),0525 F&B purchase for office pantry (weekly basis),yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,9.8,False
{'$oid': '68d656b6de7623be4778ca2c'},G4Ncj9kyl4WzNgXCgbXb,0525 App store Subscription,0525 App store Subscription,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,12.98,False
{'$oid': '6912a5345a53f4211748410c'},hN0x4DfKdzf4DOrM5ec5,0425 Pantry Supplies,0425 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,621.48,False
{'$oid': '6912a5345a53f4211748410c'},hN0x4DfKdzf4DOrM5ec5,0425 Pantry Supplies,0425 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,6.84,False
{'$oid': '6912a5345a53f4211748410c'},hN0x4DfKdzf4DOrM5ec5,0425 Pantry Supplies,0425 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,5.37,False
{'$oid': '68117ea5724b94dd76df4868'},NCVkPmqmDBvcsDbVY92N,"0425 Apple14-inch MacBook Pro:Apple M4 Pro chip with 12-core CPU, 16-coreGPU and 16-core Neural Engine - Space Black24GB unified memory512GB SSD storage70W USB-C Power Adapter14-inch Liquid Retina XDR displayThree Thunderbolt 5 ports, HDMI port, SDXCcard slot, headphone jack, MagSafe 3 portBacklit Magic Keyboard with Touch ID - USEnglish","0425 Apple14-inch MacBook Pro:Apple M4 Pro chip with 12-core CPU, 16-coreGPU and 16-core Neural Engine - Space Black24GB unified memory512GB SSD storage70W USB-C Power Adapter14-inch Liquid Retina XDR displayThree Thunderbolt 5 ports, HDMI port, SDXCcard slot, headphone jack, MagSafe 3 portBacklit Magic Keyboard with Touch ID - USEnglish",gd3uAIvf5xMSRQB931aV,141001 Computer Equipment - Cost,2485.0,False
{'$oid': '68117ea5724b94dd76df4868'},NCVkPmqmDBvcsDbVY92N,0425 AppleCare+ for 14-in MacBook Pro (M4 Pro/M4Max),0425 AppleCare+ for 14-in MacBook Pro (M4 Pro/M4Max),54OBj5Vra6nWbKk75XTB,619201 Equipment Expense,320.0,False
{'$oid': '68144a108d10c62bd4b33e03'},nxjmb7KINcbVhi1c91z8,0425 IHP Admin Fee,0425 IHP Admin Fee,LCyTHVEM4iOV6PbAAJaJ,614306 Other Employee Expenses,300.0,False
{'$oid': '68146da48d10c62bd4b59e9b'},x1MnMwHDB9ddbZNevd1a,0425 Shell voucher - Closing Tool,0425 Shell voucher - Closing Tool,mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,500.0,False
{'$oid': '6814aa26eb968d02ec590d7e'},VZTKO8qxnAZ6ZR8GUVXn,0425 Foursquare,0425 Foursquare,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,5000.0,False
{'$oid': '6814c787f87c4c3fb8509037'},n5hUOft3OT0E6sv3oXxj,0425 - SEO Optimization Implementation,0425 - SEO Optimization Implementation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '681b7e697f52907100069ee9'},CIR35oQFG6m4RA3c0yI7,0425 SIFT Science SG,0425 Sift SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,4620.0,False
{'$oid': '681b7e697f52907100069ee9'},CIR35oQFG6m4RA3c0yI7,0425 SIFT Science Allocation,0425 Sift Allocation,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,7126.914,False
{'$oid': '681b7e697f52907100069ee9'},CIR35oQFG6m4RA3c0yI7,0425 SIFT Science SG,0425 SIFT Science SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,504.9592,False
{'$oid': '682fda423cadfb1384cdd9d1'},Ja2a6lwyH78dzhAQBHM5,0425 REVIEW OF THE PHANTOM SHARE PLAN ,0425 REVIEW OF THE PHANTOM SHARE PLAN ,xwl5rZD0FA20j1ZvglXL,617202 Legal Expenses,540.0,False
{'$oid': '6826b436a652deae26428d03'},xBtTdG7TDPtwoZCi9zxw,0525 Electricity Services for SG Office,0525 Electricity Services for SG Office,df2wtzj2EwqsYPMlDsj6,619207 Utilities,856.06,False
{'$oid': '6826b436a652deae26428d03'},xBtTdG7TDPtwoZCi9zxw,0525 Electricity Services for SG Office,0525 Electricity Services for SG Office,df2wtzj2EwqsYPMlDsj6,619207 Utilities,51.08,False
{'$oid': '6826b439fff5125d66d82483'},xBtTdG7TDPtwoZCi9zxw,0525 Electricity Services for SG Office,0525 Electricity Services for SG Office,df2wtzj2EwqsYPMlDsj6,619207 Utilities,1213.94,False
{'$oid': '681ac834f5d08f6a06310438'},g8FB4j8hTgAV5LPV82YF,0325 chilled water charges,0325 chilled water charges for aircon,df2wtzj2EwqsYPMlDsj6,619207 Utilities,2552.4443711,False
{'$oid': '681d5a72a7218a5d108b6f22'},g8FB4j8hTgAV5LPV82YF,0525 JTC Office Rental,0525 JTC Office Rental,6yL6YRA4Rkj2gUD4RAO0,232101 Lease payable,73505.45,False
{'$oid': '681d5a72a7218a5d108b6f22'},g8FB4j8hTgAV5LPV82YF,0525 JTC Service Charge 2025,0525 JTC Service Charge 2025,df2wtzj2EwqsYPMlDsj6,619207 Utilities,11118.67,False
{'$oid': '6825bcea41386cc77f9c8d4a'},eMyEel2T1nxrCHrPpQbz,0525 GigE Fibre 2Gbps Static Internet,0525 GigE Fibre 2Gbps Static Internet,88AW5nmkLvMe1GthZ6FL,619206 Telephone & Internet,829.9,False
{'$oid': '683e9eae3e1cb7567b05f638'},pIhNHXXmhSUQOgDoaOnU,0525 SG Office Cleaning,0525 SG Office Cleaning,XejSTowI1LSauh6fDIXP,619202 Cleaning,3800.0,False
{'$oid': '68255b81c14b21fbfde873cb'},1TF1bIh2qjKCRpYJNxyS,0525-0825 (Initial payment) First 50% to Kobe SG Services First 50% payment to Kobe. Covers May 2025 - Aug 2025,0525-0825 (Initial payment) First 50% to Kobe SG Services First 50% payment to Kobe. Covers May 2025 - Aug 2025,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,40000.0,False
{'$oid': '683435ec688f304208b6ec35'},rRbCCZ03GCi5B731DCT6,"0525  4units Asus Mini-PC Chromebox 5-SC051UN (CELERON7305) Intel Celeron 7305, DDR4-8GB, 128GB SSD, Wifi6E, AC, Vesa, Chrome OS (no Chrome license included)","0525  4units Asus Mini-PC Chromebox 5-SC051UN (CELERON7305) Intel Celeron 7305, DDR4-8GB, 128GB SSD, Wifi6E, AC, Vesa, Chrome OS (no Chrome license included)",54OBj5Vra6nWbKk75XTB,619201 Equipment Expense,2160.0,False
{'$oid': '6811e16a28f67c26f7805d84'},CZU8x9iibW6yfBz8IAh3,0425 Meter Charges,0425 Meter Charges,yVYh9rM5LJ2hMTCoWso8,619209 Others,226.59,False
{'$oid': '6822bb27d87a11ef32d39a41'},wzh4FrzeNYM5ErLIoZac,1065 Tax Directives,1065 Tax Directives,lKqM9HIlXs3oAXsrB28Z,223001 Salaries Payable,13980.0,False
{'$oid': '6822d211d87a11ef32d50d91'},wzh4FrzeNYM5ErLIoZac,1246 Tax Directives,1246 Tax Directives,lKqM9HIlXs3oAXsrB28Z,223001 Salaries Payable,2156.99,False
{'$oid': '6822d272d87a11ef32d50e04'},wzh4FrzeNYM5ErLIoZac,1334 Tax Directives,1334 Tax Directives,lKqM9HIlXs3oAXsrB28Z,223001 Salaries Payable,3286.01,False
{'$oid': '6822d2cfd87a11ef32d50e7d'},wzh4FrzeNYM5ErLIoZac,2285 Tax Directives,2285 Tax Directives,lKqM9HIlXs3oAXsrB28Z,223001 Salaries Payable,1233.2,False
{'$oid': '683fef692f29798a118bea58'},fqIhT8gLVD38Zf4xXmQJ,0425 MT940 Statement Charges,0425 MT940 Statement Charges,kjLRh3lgCntgM4y5wtg4,617207 Support Fee,500.0,False
{'$oid': '68789c7609cdf6f86d31350a'},Y0nuUR4bWvAiuGQ8Ff5A,Acrobat Pro - Enterprise (SG) From 30-APR-2025 to 29-APR-2026,0425-0426 Acrobat Pro - Enterprise (SG) From 30-APR-2025 to 29-APR-2026,sWG9pai5DiLXaKs6s86G,134004 Prepaid Subscription,2239.68,False
{'$oid': '68789c7609cdf6f86d31350a'},Y0nuUR4bWvAiuGQ8Ff5A,Acrobat Pro - Enterprise (Allocation) From 30-APR-2025 to 29-APR-2026,0425-0426 Acrobat Pro - Enterprise (Allocation) From 30-APR-2025 to 29-APR-2026,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,6719.04,False
{'$oid': '68789c7609cdf6f86d31350a'},Y0nuUR4bWvAiuGQ8Ff5A,All Apps – Edition 4 - EDITION 4 (SG) From 30-APR-2025 to 29-APR-2026,0425-0426 All Apps – Edition 4 - EDITION 4 (SG) From 30-APR-2025 to 29-APR-2026,sWG9pai5DiLXaKs6s86G,134004 Prepaid Subscription,6345.0,False
{'$oid': '68789c7609cdf6f86d31350a'},Y0nuUR4bWvAiuGQ8Ff5A,All Apps – Edition 4 - EDITION 4 (Allocation) From 30-APR-2025 to 29-APR-2026,0425-0426 All Apps – Edition 4 - EDITION 4 (Allocation) From 30-APR-2025 to 29-APR-2026,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,15228.0,False
{'$oid': '68789da011b393cb0a204c0b'},Y0nuUR4bWvAiuGQ8Ff5A,0725 Acrobat Pro – Enterprise (SG),0725 Acrobat Pro – Enterprise (SG),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1119.84,False
{'$oid': '68789da011b393cb0a204c0b'},Y0nuUR4bWvAiuGQ8Ff5A,0725 Acrobat Pro – Enterprise (Allocation),0725 Acrobat Pro – Enterprise (Allocation),w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,2239.68,False
{'$oid': '68789da011b393cb0a204c0b'},Y0nuUR4bWvAiuGQ8Ff5A,0725 All Apps – Edition 4 - EDITION 4 (SG),0725 All Apps – Edition 4 - EDITION 4 (SG),sWG9pai5DiLXaKs6s86G,134004 Prepaid Subscription,2538.0,False
{'$oid': '68789da011b393cb0a204c0b'},Y0nuUR4bWvAiuGQ8Ff5A,0725 All Apps – Edition 4 - EDITION 4 (Allocation),0725 All Apps – Edition 4 - EDITION 4 (Allocation),w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,2538.0,False
{'$oid': '68901aff03fc21c11b81fe22'},Y0nuUR4bWvAiuGQ8Ff5A,0725 All Apps – Edition 4 - EDITION 4 (Allocation),0725 All Apps – Edition 4 - EDITION 4 (Allocation),w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,3807.0,False
{'$oid': '68901aff03fc21c11b81fe22'},Y0nuUR4bWvAiuGQ8Ff5A,0725 Illustrator – Edition 4 - EDITION 4 (SG),0725 Illustrator – Edition 4 - EDITION 4 (SG),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,590.04,False
{'$oid': '68901aff03fc21c11b81fe22'},Y0nuUR4bWvAiuGQ8Ff5A,0725 Illustrator – Edition 4 - EDITION 4 (Allocation),0725 Illustrator – Edition 4 - EDITION 4 (Allocation),w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,590.04,False
{'$oid': '68901aff03fc21c11b81fe22'},Y0nuUR4bWvAiuGQ8Ff5A,0725 Photoshop – Edition 4 - EDITION 4 (SG),0725 Photoshop – Edition 4 - EDITION 4 (SG),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,2360.16,False
{'$oid': '680f534ef44cfb8c8f3c56c4'},TJhyM9fAecaK11P2XfDf,0425 DHL Deliveries,0425 DHL Deliveries,MwsYHZPSrW5P9M2YdGS2,619518 Courier and postage,33.07,False
{'$oid': '682db6dfd7f0a42a61a7f385'},uVxUIafc42VT0aBxFd4p,0525 Special Arrangement - Payroll for Mohd Fikhril Hakim Bin Hamzah [EMP2285],0525 Special Arrangement - Payroll for Mohd Fikhril Hakim Bin Hamzah [EMP2285],5MWLu89Bgztl7ochHWrp,614101 Salaries,854.51,False
